MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
1,6,0,1300-1359,5,2,3,175,Southwest Airlines Co.,4925,107363,4483,589072,13382999,6.18E-05,9.89E-05,2,William P Hobby,29.645,-95.279,Metropolitan Oakland International,0,0,0,64,5.37,0.172437436,0.138402242,0.144176348,0.195226978
8,2,0,0700-0759,2,2,28,143,Southwest Airlines Co.,14177,114987,5136,1827202,13382999,6.18E-05,9.89E-05,16,Phoenix Sky Harbor International,33.436,-112.009,San Antonio International,0,0,0,110,4.92,0.19254973,0.139544513,0.218547944,0.098669345
9,7,0,1100-1159,3,2,42,124,Delta Air Lines Inc.,31713,81338,19845,4365661,12460183,0.000144166,0.00014866,11,Atlanta Municipal,33.641,-84.427,Chicago Midway International,0,0,0,88,3.58,0.101805081,0.152807092,0.126876253,0.118392688
10,7,0,1800-1859,5,5,85,76,American Eagle Airlines Inc.,25833,27632,5042,2907365,1204766,0.000348408,0.000106867,4,Dallas Fort Worth Regional,32.894,-97.03,Lovell Field,0,0,0,78,9.17,0.143061824,0.18788289,0.16537086,0.22621527
6,6,0,1800-1859,4,4,8,143,Southwest Airlines Co.,3979,112879,997,344196,13382999,6.18E-05,9.89E-05,11,Port Columbus International,39.991,-82.878,Phoenix Sky Harbor International,0.58,0,0,77,9.62,0.259774616,0.24129072,0.230688359,0.3656541
1,3,0,2100-2159,2,7,14,143,Southwest Airlines Co.,7465,107363,5068,1093478,13382999,6.18E-05,9.89E-05,21,Friendship International,39.176,-76.671,Logan International,0,0,2,39,5.59,0.172437436,0.223750331,0.180606958,0.222448288
7,2,0,0600-0659,2,1,27,160,American Airlines Inc.,8408,79247,781,1023434,11744595,9.82E-05,0.000177287,8,San Diego International Lindbergh Fl,32.733,-117.187,NONE,0,0,0,72,6.26,0.237709147,0.18788289,0.202011935,0.072915911
8,4,0,1500-1559,2,3,17,175,Southwest Airlines Co.,8397,114987,3548,1023434,13382999,6.18E-05,9.89E-05,2,San Diego International Lindbergh Fl,32.733,-117.187,Nashville International,0,0,0,76,5.59,0.19254973,0.212813711,0.242021354,0.245737461
5,5,0,1200-1259,5,3,24,181,American Airlines Inc.,14018,78894,1195,1903352,11744595,9.82E-05,0.000177287,2,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,92,6.26,0.257273013,0.286700337,0.206977299,0.191453508
7,7,0,0700-0759,9,1,42,181,Alaska Airlines Inc.,13781,24454,6465,1960746,2884187,3.23E-05,0.000174601,4,Seattle International,47.447,-122.306,NONE,0,0,0,68,6.71,0.153479807,0.18788289,0.222538482,0.101235847
11,4,0,1600-1659,11,1,26,159,JetBlue Airways,12563,24694,4621,1472200,3190369,0.000160039,0.000126866,2,Logan International,42.364,-71.006,NONE,0.23,0,0,59,11.41,0.188250751,0.18788289,0.139886069,0.176145672
4,4,0,1200-1259,2,3,12,50,Endeavor Air Inc.,4039,20645,226,389847,1212846,0,9.35E-05,16,Indianapolis Muni/Weir Cook,39.729,-86.282,Raleigh-Durham International,0.03,0,0,64,14.99,0.188378086,0.199944537,0.171316644,0.18193401
8,7,0,2200-2259,4,4,41,154,United Air Lines Inc.,23099,55706,6032,2743323,8501631,0.000253804,0.000228985,11,Stapleton International,39.774,-104.88,Anchorage International,0,0,0,95,8.28,0.221460287,0.129654255,0.196519162,0.283996376
7,1,0,1600-1659,10,2,57,187,American Airlines Inc.,19534,79247,7972,2006675,11744595,9.82E-05,0.000177287,5,Douglas Municipal,35.219,-80.936,San Francisco International,0.64,0,0,92,7.16,0.237709147,0.198488947,0.219938971,0.289210184
5,5,1,1800-1859,1,4,32,99,American Airlines Inc.,14570,78894,2065,1208249,11744595,9.82E-05,0.000177287,12,LaGuardia,40.779,-73.876,Atlanta Municipal,0,0,0,74,17.67,0.257273013,0.172770701,0.206977299,0.30945211
7,5,0,2200-2259,2,5,24,66,Mesa Airlines Inc.,6107,19483,2024,780326,1191889,0,9.13E-05,16,Washington Dulles International,38.942,-77.458,Detroit Metro Wayne County,0,0,0,90,6.49,0.194841885,0.20249004,0.210938972,0.315019387
11,4,0,1900-1959,5,5,30,191,Delta Air Lines Inc.,13490,79989,2272,1208249,12460183,0.000144166,0.00014866,3,LaGuardia,40.779,-73.876,Atlanta Municipal,0,0,0,53,7.38,0.10088232,0.099977143,0.139886069,0.198316957
5,4,0,0900-0959,2,2,9,143,Southwest Airlines Co.,5794,113709,5333,673221,13382999,6.18E-05,9.89E-05,14,Dallas Love Field,32.847,-96.853,Friendship International,0,0,0,91,15.66,0.248619996,0.241041298,0.25085146,0.131480537
1,1,0,1600-1659,1,4,7,76,SkyWest Airlines Inc.,9288,62105,3829,1065782,3472966,3.42E-05,9.90E-05,2,Salt Lake City International,40.784,-111.967,Roberts Field,0,0,0,41,5.82,0.208050847,0.18788289,0.176996912,0.212890346
4,6,0,1800-1859,2,4,24,76,Endeavor Air Inc.,10372,20645,1840,1680928,1212846,0,9.35E-05,11,John F. Kennedy International,40.639,-73.777,Cincinnati/Northern Kentucky International,0.28,0,0,75,9.17,0.188378086,0.175044563,0.177124023,0.26130947
2,5,0,1500-1559,10,2,26,181,Alaska Airlines Inc.,9514,18154,257,1708599,2884187,3.23E-05,0.000174601,5,Newark Liberty International,40.696,-74.172,San Diego International Lindbergh Fl,0,0,0,22,6.93,0.23309921,0.228464419,0.236964685,0.261923216
8,6,0,1100-1159,11,1,22,168,Delta Air Lines Inc.,10855,91062,2911,1680928,12460183,0.000144166,0.00014866,20,John F. Kennedy International,40.639,-73.777,NONE,0,0,0,77,8.72,0.168586267,0.18788289,0.161869671,0.165124409
10,2,0,0700-0759,4,1,30,143,Southwest Airlines Co.,11393,115051,3158,1823051,13382999,6.18E-05,9.89E-05,15,Orlando International,28.432,-81.325,NONE,0.01,0,0,87,8.05,0.179322906,0.18788289,0.135090506,0.080396435
12,1,1,1900-1959,1,7,2,50,SkyWest Airlines Inc.,1645,70473,400,178166,3472966,3.42E-05,9.90E-05,16,Reno/Tahoe International,39.498,-119.768,Los Angeles International,0,0,0,48,3.13,0.202512534,0.237295966,0.25164658,0.302154866
7,2,0,2200-2259,10,6,5,142,United Air Lines Inc.,6008,55374,690,800302,8501631,0.000253804,0.000228985,25,Portland International,45.589,-122.595,San Francisco International,0,0,0,82,5.82,0.236600959,0.198488947,0.202011935,0.315019387
11,5,0,1200-1259,5,3,9,142,United Air Lines Inc.,2257,49915,231,283617,8501631,0.000253804,0.000228985,18,Palm Beach International,26.682,-80.094,Newark Liberty International,0,0,0,80,8.95,0.140077247,0.208541747,0.153721967,0.144308855
4,4,1,1700-1759,5,5,60,175,Southwest Airlines Co.,18788,110752,5499,2743323,13382999,6.18E-05,9.89E-05,7,Stapleton International,39.774,-104.88,McCarran International,0,0,0,66,7.61,0.215725833,0.203743546,0.171316644,0.244534759
9,2,0,1100-1159,2,3,39,76,Endeavor Air Inc.,13264,20800,1040,1581456,1212846,0,9.35E-05,13,Minneapolis-St Paul International,44.886,-93.218,Kent County,0,0,0,90,4.92,0.108946047,0.124656279,0.130811488,0.118392688
9,1,0,1500-1559,3,5,33,70,"Midwest Airline, Inc.",10832,27183,2199,1708599,1529740,1.25E-06,0.000123823,15,Newark Liberty International,40.696,-74.172,Detroit Metro Wayne County,0,0,0,80,3.8,0.11127404,0.115265793,0.137111994,0.159409298
7,6,1,1600-1659,7,3,41,173,United Air Lines Inc.,29376,55374,6976,3103410,8501631,0.000253804,0.000228985,6,Chicago O'Hare International,41.978,-87.906,McCarran International,0,0,0,83,12.53,0.236600959,0.203575782,0.203312576,0.289210184
2,5,0,1900-1959,3,6,6,76,Endeavor Air Inc.,3837,17673,84,477995,1212846,0,9.35E-05,11,Kansas City International,39.298,-94.714,LaGuardia,0.33,3.8,3.9,17,10.74,0.203504457,0.207416791,0.236964685,0.308556179
7,5,0,1400-1459,11,2,46,169,United Air Lines Inc.,15196,55374,5201,1690031,8501631,0.000253804,0.000228985,22,Houston Intercontinental,29.983,-95.34,Los Angeles International,0,0,0,88,7.16,0.236600959,0.19499197,0.210938972,0.231523872
7,7,0,2200-2259,1,8,63,44,American Eagle Airlines Inc.,19534,28267,410,2006675,1204766,0.000348408,0.000106867,17,Douglas Municipal,35.219,-80.936,Baton Rouge Metropolitan/Ryan Field,0,0,0,91,2.46,0.203262756,0.18788289,0.222538482,0.315019387
5,6,0,1500-1559,3,3,7,143,Southwest Airlines Co.,2371,113709,264,197188,13382999,6.18E-05,9.89E-05,13,Charleston International,32.899,-80.039,Dallas Love Field,0,0,0,90,7.83,0.248619996,0.302592955,0.179907331,0.2421138
7,5,1,2200-2259,1,7,15,143,Southwest Airlines Co.,7297,117728,6862,819756,13382999,6.18E-05,9.89E-05,8,Chicago Midway International,41.785,-87.752,Stapleton International,0.47,0,0,91,6.04,0.215945077,0.279355427,0.210938972,0.315019387
10,5,1,1200-1259,11,2,6,157,Alaska Airlines Inc.,2303,22073,306,301832,2884187,3.23E-05,0.000174601,12,Kahului Airport,20.901,-156.434,Los Angeles International,0.8,0,0,90,8.28,0.134774543,0.13491434,0.193713396,0.164481526
1,2,0,1100-1159,5,2,7,169,United Air Lines Inc.,7835,46218,441,1413432,8501631,0.000253804,0.000228985,23,Miami International,25.792,-80.286,Newark Liberty International,0,0,0,78,18.12,0.181882406,0.249302844,0.159489434,0.166629229
11,2,0,0700-0759,10,1,10,181,Alaska Airlines Inc.,4230,20832,204,529046,2884187,3.23E-05,0.000174601,5,Metropolitan Oakland International,37.721,-122.221,NONE,0,0,0,74,3.13,0.137638764,0.18788289,0.153129972,0.076535382
10,5,0,0600-0659,7,1,15,180,Frontier Airlines Inc.,4055,12581,297,364314,1857122,0.000115726,7.13E-06,8,Cincinnati/Northern Kentucky International,39.048,-84.669,NONE,0.11,0,0,77,6.49,0.254606995,0.18788289,0.193713396,0.058525397
10,4,0,1500-1559,3,2,3,50,SkyWest Airlines Inc.,1539,71625,544,154047,3472966,3.42E-05,9.90E-05,18,Tucson International,32.116,-110.941,Stapleton International,0,0,0,76,4.92,0.147942283,0.217010111,0.192619318,0.196905353
8,7,1,1400-1459,4,2,75,76,American Eagle Airlines Inc.,27148,28893,5503,2907365,1204766,0.000348408,0.000106867,3,Dallas Fort Worth Regional,32.894,-97.03,Cedar Rapids Municipal,0,0,0,94,5.82,0.193156884,0.18788289,0.196519162,0.231818577
10,4,1,1000-1059,3,2,25,129,SkyWest Airlines Inc.,8879,71625,30,1093478,3472966,3.42E-05,9.90E-05,11,Friendship International,39.176,-76.671,Chicago O'Hare International,0,0,0,61,17.67,0.147942283,0.163162641,0.192619318,0.135971819
11,1,0,0001-0559,5,1,1,160,American Airlines Inc.,5942,77179,193,780326,11744595,9.82E-05,0.000177287,18,Washington Dulles International,38.942,-77.458,NONE,0,0,0,60,5.82,0.142302374,0.18788289,0.152293329,0.06032663
1,4,0,0800-0859,4,2,57,173,United Air Lines Inc.,17725,46218,2105,2780593,8501631,0.000253804,0.000228985,5,Los Angeles International,33.942,-118.408,Cedar Rapids Municipal,0,0,0,66,6.26,0.181882406,0.18788289,0.198971757,0.105791537
9,4,0,2000-2059,11,5,23,154,United Air Lines Inc.,12778,51239,4456,1908862,8501631,0.000253804,0.000228985,21,San Francisco International,37.619,-122.375,Stapleton International,0,0,0,73,15.21,0.167618164,0.167416623,0.167321456,0.196019798
11,7,0,1500-1559,3,4,27,160,American Airlines Inc.,19569,77179,8432,2006675,11744595,9.82E-05,0.000177287,6,Douglas Municipal,35.219,-80.936,Detroit Metro Wayne County,0,0,0,59,10.51,0.142302374,0.142160581,0.113885316,0.169077352
10,4,0,0700-0759,6,1,51,76,Mesa Airlines Inc.,15277,19369,3222,1690031,1191889,0,9.13E-05,3,Houston Intercontinental,29.983,-95.34,NONE,0,0,0,89,5.37,0.213139093,0.18788289,0.192619318,0.080396435
8,5,0,2000-2059,2,8,60,90,Comair Inc.,19791,24496,8292,2006675,1245396,0,9.00E-05,5,Douglas Municipal,35.219,-80.936,Charlottesville Albemarle,0,0,0,88,3.36,0.232998482,0.18788289,0.211041372,0.307593661
3,6,1,2300-2359,6,2,1,154,United Air Lines Inc.,1836,53007,119,154047,8501631,0.000253804,0.000228985,21,Tucson International,32.116,-110.941,Chicago O'Hare International,0,0,0,83,5.59,0.184029614,0.18094484,0.19045587,0.185882353
11,5,0,2100-2159,1,1,39,66,SkyWest Airlines Inc.,26830,66502,4964,3103410,3472966,3.42E-05,9.90E-05,10,Chicago O'Hare International,41.978,-87.906,NONE,0.01,0,2,44,9.62,0.136377483,0.18788289,0.153721967,0.193254611
2,7,0,1200-1259,2,2,25,70,Comair Inc.,10502,20452,2324,955406,1245396,0,9.00E-05,16,Ronald Reagan Washington National,38.852,-77.037,Savannah/Hilton Head International,0.12,0.8,0,39,3.36,0.213581599,0.18788289,0.191045263,0.228410256
1,5,0,2000-2059,2,6,57,50,SkyWest Airlines Inc.,11784,62105,2857,1486066,3472966,3.42E-05,9.90E-05,16,Detroit Metro Wayne County,42.217,-83.344,Delta County,0,0,0,30,3.8,0.208050847,0.18788289,0.171722566,0.227956613
5,7,0,1400-1459,3,4,10,149,Delta Air Lines Inc.,4287,85579,312,404265,12460183,0.000144166,0.00014866,29,Cleveland-Hopkins International,41.411,-81.849,Atlanta Municipal,0.09,0,0,86,14.32,0.141340772,0.172770701,0.211331047,0.238103701
10,7,0,2000-2059,3,3,67,228,Spirit Air Lines,29960,16797,793,3103410,2688839,9.17E-06,0.000124651,2,Chicago O'Hare International,41.978,-87.906,Dallas Fort Worth Regional,0,0,0,67,9.62,0.152505447,0.220813026,0.16537086,0.217959343
1,2,0,0800-0859,1,2,19,143,Southwest Airlines Co.,4925,107363,4483,589072,13382999,6.18E-05,9.89E-05,15,William P Hobby,29.645,-95.279,Will Rogers World,0,0,0,74,12.3,0.172437436,0.140449438,0.159489434,0.105791537
2,2,1,1500-1559,5,3,26,200,JetBlue Airways,9408,22053,3065,1680928,3190369,0.000160039,0.000126866,6,John F. Kennedy International,40.639,-73.777,Tampa International,0,0,0,37,17.67,0.280857625,0.203488372,0.205745015,0.261923216
1,3,0,2100-2159,11,3,12,129,JetBlue Airways,7380,23463,133,1023434,3190369,0.000160039,0.000126866,11,San Diego International Lindbergh Fl,32.733,-117.187,John F. Kennedy International,0,0,0,62,3.8,0.267231524,0.186792986,0.180606958,0.222448288
11,6,0,0600-0659,1,1,5,123,Hawaiian Airlines Inc.,4384,6902,2855,719055,905990,0.000120494,0.00019785,18,Honolulu International,21.319,-157.922,NONE,0,0,0,90,6.26,0.067040359,0.18788289,0.13570632,0.059996763
3,2,0,1700-1759,2,4,56,149,Delta Air Lines Inc.,33799,84142,21165,4365661,12460183,0.000144166,0.00014866,27,Atlanta Municipal,33.641,-84.427,Cleveland-Hopkins International,0,0,0,45,15.66,0.124075271,0.149432955,0.132868232,0.225219316
3,5,0,0700-0759,4,1,15,193,Delta Air Lines Inc.,13764,84142,5572,1581456,12460183,0.000144166,0.00014866,14,Minneapolis-St Paul International,44.886,-93.218,NONE,0,0,0,73,4.92,0.124075271,0.18788289,0.201711417,0.087364398
4,6,0,2000-2059,3,5,9,100,JetBlue Airways,12669,24966,4532,1472200,3190369,0.000160039,0.000126866,11,Logan International,42.364,-71.006,Louis Armstrong New Orleans International,0.09,0,0,67,7.38,0.267584004,0.225453498,0.177124023,0.248850205
12,6,0,0600-0659,1,1,24,160,American Airlines Inc.,5359,79228,983,573075,11744595,9.82E-05,0.000177287,3,Raleigh-Durham International,35.875,-78.782,NONE,0,0,0,71,1.79,0.178344776,0.18788289,0.200428362,0.081938701
4,2,0,0001-0559,2,1,6,44,American Eagle Airlines Inc.,2095,25138,289,182555,1204766,0.000348408,0.000106867,17,Richmond International,37.505,-77.32,NONE,0.06,0,0,46,7.61,0.148148148,0.18788289,0.138603046,0.072207388
5,4,0,0600-0659,3,1,27,110,Delta Air Lines Inc.,13575,85579,5688,1581456,12460183,0.000144166,0.00014866,18,Minneapolis-St Paul International,44.886,-93.218,NONE,1.56,0,0,87,9.62,0.141340772,0.18788289,0.25085146,0.06922199
5,4,0,0800-0859,11,1,39,291,United Air Lines Inc.,14131,53980,4834,1908862,8501631,0.000253804,0.000228985,23,San Francisco International,37.619,-122.375,NONE,0,0,0,67,10.51,0.212819677,0.18788289,0.25085146,0.111033417
11,7,1,1700-1759,3,7,26,76,Mesa Airlines Inc.,14016,18459,1431,1827202,1191889,0,9.13E-05,10,Phoenix Sky Harbor International,33.436,-112.009,Houston Intercontinental,0,0,0,73,2.01,0.150796698,0.115535937,0.113885316,0.182646234
1,7,0,1200-1259,2,3,4,79,Mesa Airlines Inc.,1891,17869,127,191927,1191889,0,9.13E-05,16,Memphis International,35.05,-89.979,Dallas Fort Worth Regional,0,0,0,66,6.26,0.165151216,0.178511472,0.178567369,0.181103078
2,7,0,0700-0759,2,2,48,128,American Airlines Inc.,17206,70199,7439,2006675,11744595,9.82E-05,0.000177287,18,Douglas Municipal,35.219,-80.936,Pittsburgh International,0.15,0,0,71,9.4,0.200843581,0.16967954,0.191045263,0.105822686
10,1,0,0600-0659,8,1,22,175,Southwest Airlines Co.,33584,115051,3308,4365661,13382999,6.18E-05,9.89E-05,3,Atlanta Municipal,33.641,-84.427,NONE,0,0,0,77,3.13,0.179322906,0.18788289,0.163570662,0.058525397
2,1,1,1100-1159,3,3,29,158,Delta Air Lines Inc.,13272,67273,205,1690031,12460183,0.000144166,0.00014866,23,Houston Intercontinental,29.983,-95.34,Atlanta Municipal,0.01,0,0,80,6.93,0.176396664,0.194930382,0.229538784,0.206875724
3,1,0,1500-1559,4,2,22,226,Delta Air Lines Inc.,13151,84142,1772,1823051,12460183,0.000144166,0.00014866,20,Orlando International,28.432,-81.325,John F. Kennedy International,0,0,0,85,12.08,0.124075271,0.158010053,0.160867896,0.20203699
8,2,1,0900-0959,2,2,13,50,American Eagle Airlines Inc.,7044,28893,149,732595,1204766,0.000348408,0.000106867,15,Nashville International,36.127,-86.682,Chicago O'Hare International,0,0,0,89,7.61,0.193156884,0.232441949,0.218547944,0.138066596
7,2,1,1800-1859,5,4,24,175,Southwest Airlines Co.,12133,117728,3548,1823051,13382999,6.18E-05,9.89E-05,3,Orlando International,28.432,-81.325,Birmingham Airport,0.35,0,0,92,8.05,0.215945077,0.180237154,0.202011935,0.326392871
2,5,0,1500-1559,11,2,8,291,United Air Lines Inc.,3491,43512,349,719055,8501631,0.000253804,0.000228985,19,Honolulu International,21.319,-157.922,San Francisco International,0,0,0,61,6.71,0.189495755,0.268376488,0.236964685,0.261923216
7,7,1,1800-1859,3,5,9,110,Delta Air Lines Inc.,4310,90457,355,404265,12460183,0.000144166,0.00014866,18,Cleveland-Hopkins International,41.411,-81.849,Detroit Metro Wayne County,0.45,0,0,88,7.61,0.190218739,0.20249004,0.222538482,0.326392871
11,6,0,0900-0959,2,1,10,199,Delta Air Lines Inc.,4743,79989,624,564680,12460183,0.000144166,0.00014866,24,Louis Armstrong New Orleans International,29.991,-90.251,NONE,0.17,0,0,72,8.72,0.10088232,0.18788289,0.13570632,0.114646332
3,3,1,0900-0959,4,2,20,76,"Midwest Airline, Inc.",11965,26929,2975,955406,1529740,1.25E-06,0.000123823,12,Ronald Reagan Washington National,38.852,-77.037,Charleston International,0,0,0,55,4.47,0.13884176,0.15038115,0.151268815,0.139154636
7,1,0,0600-0659,2,1,10,160,Delta Air Lines Inc.,2085,90457,151,220025,12460183,0.000144166,0.00014866,20,Albuquerque International Sunport,35.042,-106.606,NONE,0,0,0,90,9.17,0.190218739,0.18788289,0.219938971,0.072915911
4,1,1,1900-1959,5,7,5,143,Southwest Airlines Co.,2167,110752,578,204019,13382999,6.18E-05,9.89E-05,12,Eppley Airfield,41.302,-95.893,Chicago Midway International,0,0,0,81,10.29,0.215725833,0.280587618,0.237971867,0.266095471
3,7,0,1100-1159,3,3,28,175,Southwest Airlines Co.,13625,114119,6207,1903352,13382999,6.18E-05,9.89E-05,3,McCarran International,36.08,-115.152,Phoenix Sky Harbor International,0,0,0,73,4.47,0.204389222,0.203750224,0.191473364,0.164644714
7,5,0,1200-1259,5,2,29,132,Delta Air Lines Inc.,14924,90457,6606,1581456,12460183,0.000144166,0.00014866,18,Minneapolis-St Paul International,44.886,-93.218,San Jose International,0,0,0,93,6.93,0.190218739,0.123695597,0.210938972,0.174585415
11,7,0,1100-1159,5,2,35,191,Delta Air Lines Inc.,12418,79989,5559,1581456,12460183,0.000144166,0.00014866,1,Minneapolis-St Paul International,44.886,-93.218,Logan International,0,0,0,65,3.13,0.10088232,0.156703623,0.113885316,0.129554477
8,3,0,1100-1159,3,2,47,149,Delta Air Lines Inc.,35256,91062,21837,4365661,12460183,0.000144166,0.00014866,29,Atlanta Municipal,33.641,-84.427,Will Rogers World,0,0,0,94,5.82,0.168586267,0.154711674,0.221672355,0.165124409
9,3,0,0700-0759,4,1,44,173,United Air Lines Inc.,14118,51239,4528,1690031,8501631,0.000253804,0.000228985,18,Houston Intercontinental,29.983,-95.34,NONE,0,0,0,86,10.51,0.167618164,0.18788289,0.128298127,0.071476736
1,5,0,0800-0859,3,2,13,143,Southwest Airlines Co.,6118,107363,5665,673221,13382999,6.18E-05,9.89E-05,13,Dallas Love Field,32.847,-96.853,William P Hobby,0,0,0,60,7.61,0.172437436,0.181273194,0.171722566,0.105791537
7,1,0,0600-0659,3,1,46,120,United Air Lines Inc.,29376,55374,6976,3103410,8501631,0.000253804,0.000228985,21,Chicago O'Hare International,41.978,-87.906,NONE,0,0,0,89,6.26,0.236600959,0.18788289,0.219938971,0.072915911
11,3,0,0700-0759,3,2,60,70,Comair Inc.,19569,23395,7838,2006675,1245396,0,9.00E-05,9,Douglas Municipal,35.219,-80.936,Lynchburg Regional/Preston Glenn Field,0,0,0,43,7.61,0.17646132,0.18788289,0.147497552,0.076535382
1,6,1,1600-1659,3,4,38,150,American Airlines Inc.,22775,75506,11800,2907365,11744595,9.82E-05,0.000177287,21,Dallas Fort Worth Regional,32.894,-97.03,Houston Intercontinental,0,0,0,72,4.47,0.160843514,0.149808692,0.144176348,0.212890346
10,3,0,2100-2159,2,4,14,160,American Airlines Inc.,25833,80161,13048,2907365,11744595,9.82E-05,0.000177287,2,Dallas Fort Worth Regional,32.894,-97.03,Chicago O'Hare International,0,0,0,88,15.43,0.172082137,0.163162641,0.15751081,0.223513329
7,5,1,1300-1359,5,4,9,100,JetBlue Airways,7705,25142,1936,1391212,3190369,0.000160039,0.000126866,12,Fort Lauderdale-Hollywood International,26.074,-80.152,Ronald Reagan Washington National,0.15,0,0,89,3.36,0.288277587,0.21742463,0.210938972,0.197821471
6,4,0,2000-2059,4,4,96,181,American Airlines Inc.,25390,76419,12632,2907365,11744595,9.82E-05,0.000177287,3,Dallas Fort Worth Regional,32.894,-97.03,LaGuardia,0,0,0,87,6.04,0.282515139,0.279218149,0.251477227,0.371735576
9,5,0,1500-1559,5,3,2,160,American Airlines Inc.,1964,76533,167,165894,11744595,9.82E-05,0.000177287,19,Norfolk International,36.896,-76.201,Dallas Fort Worth Regional,0,0,0,81,9.17,0.15382995,0.160813309,0.165247052,0.159409298
9,6,0,1700-1759,3,5,56,143,Southwest Airlines Co.,21760,107436,5942,2743323,13382999,6.18E-05,9.89E-05,20,Stapleton International,39.774,-104.88,Orange County,0,0,0,80,16.11,0.124829468,0.112571178,0.104450433,0.18920765
4,2,0,0800-0859,6,1,79,187,American Airlines Inc.,26142,74131,4959,3103410,11744595,9.82E-05,0.000177287,6,Chicago O'Hare International,41.978,-87.906,NONE,0,0,0,66,11.86,0.204604288,0.18788289,0.138603046,0.106597423
7,1,0,0800-0859,5,2,32,110,Delta Air Lines Inc.,14924,90457,6606,1581456,12460183,0.000144166,0.00014866,18,Minneapolis-St Paul International,44.886,-93.218,Cleveland-Hopkins International,0.09,0,0,87,3.8,0.190218739,0.190553746,0.219938971,0.113049748
1,2,0,1200-1259,3,3,10,143,Southwest Airlines Co.,4124,107363,3314,529046,13382999,6.18E-05,9.89E-05,13,Metropolitan Oakland International,37.721,-122.221,Los Angeles International,0.82,0,0,54,8.72,0.172437436,0.170850202,0.159489434,0.181103078
1,1,0,2200-2259,1,6,19,76,Endeavor Air Inc.,11784,19857,1415,1486066,1212846,0,9.35E-05,13,Detroit Metro Wayne County,42.217,-83.344,Cleveland-Hopkins International,0.05,0,0,53,15.88,0.198727273,0.196531792,0.176996912,0.186513793
11,6,1,0900-0959,4,2,32,173,United Air Lines Inc.,13392,49915,4406,1908862,8501631,0.000253804,0.000228985,6,San Francisco International,37.619,-122.375,San Diego International Lindbergh Fl,0,0,0,67,4.92,0.140077247,0.150671598,0.13570632,0.114646332
4,3,1,1600-1659,6,3,57,120,United Air Lines Inc.,18979,51763,57,2006675,8501631,0.000253804,0.000228985,22,Douglas Municipal,35.219,-80.936,Houston Intercontinental,0,0,0,81,5.82,0.183222896,0.215999207,0.127615679,0.244577801
5,1,1,0700-0759,1,1,40,99,American Airlines Inc.,12849,78894,2238,1472200,11744595,9.82E-05,0.000177287,11,Logan International,42.364,-71.006,NONE,0.82,0,0,55,15.88,0.257273013,0.18788289,0.193667889,0.097022059
8,3,0,1800-1859,6,4,81,160,American Airlines Inc.,27148,80820,13678,2907365,11744595,9.82E-05,0.000177287,5,Dallas Fort Worth Regional,32.894,-97.03,Salt Lake City International,1.39,0,0,94,9.17,0.228215169,0.137349731,0.221672355,0.308386249
10,4,0,2100-2159,1,5,22,50,Endeavor Air Inc.,10451,21403,1675,1680928,1212846,0,9.35E-05,16,John F. Kennedy International,40.639,-73.777,Richmond International,0,0,0,72,16.11,0.152519894,0.152434721,0.192619318,0.223513329
11,6,0,1100-1159,5,2,46,76,SkyWest Airlines Inc.,20118,66502,4055,2743323,3472966,3.42E-05,9.90E-05,4,Stapleton International,39.774,-104.88,Arcata,0,0,2,56,11.41,0.136377483,0.18788289,0.13570632,0.129554477
8,4,0,1300-1359,5,2,10,128,American Airlines Inc.,5832,80820,960,690385,11744595,9.82E-05,0.000177287,19,Austin - Bergstrom International,30.194,-97.67,Los Angeles International,0,0,0,100,11.41,0.228215169,0.186147815,0.242021354,0.197744534
2,4,0,1000-1059,3,1,10,142,United Air Lines Inc.,4166,43512,421,800302,8501631,0.000253804,0.000228985,17,Portland International,45.589,-122.595,NONE,0.01,0,0,45,9.4,0.189495755,0.18788289,0.244981328,0.187484152
9,2,0,0700-0759,1,1,58,110,Delta Air Lines Inc.,19380,81338,576,2006675,12460183,0.000144166,0.00014866,19,Douglas Municipal,35.219,-80.936,NONE,0,0,0,91,5.59,0.101805081,0.18788289,0.130811488,0.071476736
7,5,0,1000-1059,4,2,50,143,Southwest Airlines Co.,23471,117728,6440,2743323,13382999,6.18E-05,9.89E-05,17,Stapleton International,39.774,-104.88,Ontario International,0.1,0,0,81,10.07,0.215945077,0.137562366,0.210938972,0.143075561
